SubCard Report,,,,,,,,,,,,,,,,,,,,,,,,,,,
Save Time: 2025-05-15 12:23:16 User Name: tempuno,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total records: 3410,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE Name,NE Type (MPU Type),Subboard Full Name,Subboard Name,Subboard Type,Subrack ID,Slot Number,Subslot Number,Hardware Version,Software Version,SN(Bar Code),Subboard Status,SubCard Alias,Description,Remarks,PN(BOM Code),Manufactured On,Model,Rev (Issue Number),Custom Label,resId,nativeId,,Masterplan Assigned,Boq. Ph.,Actual Site name,Match,Region
C1_SS_KBK_NE08_1,NE08E-S6E,NED2EM8T,,ETH_8xGE,1,7,5,NED2EM8T REV C,,210305645810L6000197,Normal,,"Finished Board Unit,NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2020-06-15,,0305645800,,ba4fc277-7444-11ec-b6db-ac8d34d0c456,"NE=167772364,FR=1,S=7,CP=-1,SS=5,SC=-1",,สฟฟ.กบินทร์บุรี 3 (ช),Ph#4,สฟฟ.กบินทร์บุรี 3 (ช),Match,C1
C1_SS_KBK_NE08_1,NE08E-S6E,NED2EX1S,,ETH_1x10GE,1,7,4,NED2EX1S REV E,,210305645210L4000376,Normal,,"Finished Board Unit,NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2020-04-23,,0305645200,,ba4fc278-7444-11ec-b6db-ac8d34d0c456,"NE=167772364,FR=1,S=7,CP=-1,SS=4,SC=-1",,สฟฟ.กบินทร์บุรี 3 (ช),Ph#3,สฟฟ.กบินทร์บุรี 3 (ช),Match,C1
C1_SS_KBK_NE08_1,NE08E-S6E,NED2EX1S,,ETH_1x10GE,1,7,3,NED2EX1S REV E,,210305645210L4000367,Normal,,"Finished Board Unit,NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2020-04-23,,0305645200,,ba4fc279-7444-11ec-b6db-ac8d34d0c456,"NE=167772364,FR=1,S=7,CP=-1,SS=3,SC=-1",,สฟฟ.กบินทร์บุรี 3 (ช),Ph#3,สฟฟ.กบินทร์บุรี 3 (ช),Match,C1
New_C3_SS_BOU_NE8K_1,NetEngine 8000 M6,CFCARD 7/0,,CFCARD,1,7,15,,,,Normal,,CFCARD 7/0,,,,,,,abe6ca2d-744f-11ec-b6db-ac8d34d0c456,"NE=167772365,FR=1,S=7,CP=-1,SS=15,SC=-1",,#N/A,#N/A,สฟฟ.หนองปรือ,#N/A,C3
New_C3_SS_BOU_NE8K_1,NetEngine 8000 M6,CFCARD 8/0,,CFCARD,1,8,15,,,,Normal,,CFCARD 8/0,,,,,,,abe6ca2e-744f-11ec-b6db-ac8d34d0c456,"NE=167772365,FR=1,S=8,CP=-1,SS=15,SC=-1",,#N/A,#N/A,สฟฟ.หนองปรือ,#N/A,C3
New_C3_SS_BOU_NE8K_1,NetEngine 8000 M6,CR81L2XFC0,,ETH_2x10GE,1,7,4,CR81L2XFC0 REV B,,033JUD10L6000108,Normal,,2-port 10GE(SFP+)/GE(SFP) Physical Interface Card(PIC),,03033JUD,2020-06-15,,03033JUD00,,abe6ca2f-744f-11ec-b6db-ac8d34d0c456,"NE=167772365,FR=1,S=7,CP=-1,SS=4,SC=-1",,สฟฟ.หนองปรือ,Ph#4,สฟฟ.หนองปรือ,Match,C3
New_C3_SS_BOU_NE8K_1,NetEngine 8000 M6,CR81L2XFC0,,ETH_2x10GE,1,7,3,CR81L2XFC0 REV B,,033JUD10L6000107,Normal,,2-port 10GE(SFP+)/GE(SFP) Physical Interface Card(PIC),,03033JUD,2020-06-15,,03033JUD00,,abe6ca30-744f-11ec-b6db-ac8d34d0c456,"NE=167772365,FR=1,S=7,CP=-1,SS=3,SC=-1",,สฟฟ.หนองปรือ,Ph#4,สฟฟ.หนองปรือ,Match,C3
New_C3_SS_BOU_NE8K_1,NetEngine 8000 M6,CR81E8GEB0,,ETH_8xGE,1,7,2,CR81E8GEB0 REV C,,033NRL10L8000146,Normal,,8-Port 100/1000Base-RJ45 Physical Interface Card(PIC),,03033NRL,2020-08-02,,03033NRL00,,abe6ca31-744f-11ec-b6db-ac8d34d0c456,"NE=167772365,FR=1,S=7,CP=-1,SS=2,SC=-1",,สฟฟ.หนองปรือ,Ph#4,สฟฟ.หนองปรือ,Match,C3
New_C3_SS_BOU_NE8K_1,NetEngine 8000 M6,CR81E8GEB0,,ETH_8xGE,1,7,1,CR81E8GEB0 REV C,,033NRL10L8000145,Normal,,8-Port 100/1000Base-RJ45 Physical Interface Card(PIC),,03033NRL,2020-08-02,,03033NRL00,,abe6ca32-744f-11ec-b6db-ac8d34d0c456,"NE=167772365,FR=1,S=7,CP=-1,SS=1,SC=-1",,สฟฟ.หนองปรือ,Ph#4,สฟฟ.หนองปรือ,Match,C3
New_C3_EO_NPR_NE08_1,NE08E-S6E,CFCARD 7/0,,CFCARD,1,7,15,,,,Normal,,CFCARD 7/0,,,,,,,3cc87747-7457-11ec-b6db-ac8d34d0c456,"NE=167772366,FR=1,S=7,CP=-1,SS=15,SC=-1",,#N/A,#N/A,กฟย.หนองปรือ,#N/A,C3
New_C3_EO_NPR_NE08_1,NE08E-S6E,CFCARD 8/0,,CFCARD,1,8,15,,,,Normal,,CFCARD 8/0,,,,,,,3cc87748-7457-11ec-b6db-ac8d34d0c456,"NE=167772366,FR=1,S=8,CP=-1,SS=15,SC=-1",,#N/A,#N/A,กฟย.หนองปรือ,#N/A,C3
New_C3_EO_NPR_NE08_1,NE08E-S6E,NED2EM8T,,ETH_8xGE,1,7,6,NED2EM8T REV C,,210305645810L4000291,Normal,,"Finished Board Unit,NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2020-04-23,,0305645800,,3cc87749-7457-11ec-b6db-ac8d34d0c456,"NE=167772366,FR=1,S=7,CP=-1,SS=6,SC=-1",,กฟย.หนองปรือ,Ph#3,กฟย.หนองปรือ,Match,C3
New_C3_EO_NPR_NE08_1,NE08E-S6E,NED2EM8T,,ETH_8xGE,1,7,5,NED2EM8T REV B,,210305645810FB000004,Normal,,"Finished Board Unit,NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2022-04-26,,0305645800,,3cc8774a-7457-11ec-b6db-ac8d34d0c456,"NE=167772366,FR=1,S=7,CP=-1,SS=5,SC=-1",,#N/A,#N/A,กฟย.หนองปรือ,#N/A,C3
New_C3_EO_NPR_NE08_1,NE08E-S6E,NED2EX1S,,ETH_1x10GE,1,7,4,NED2EX1S REV E,,210305645210L4000457,Normal,,"Finished Board Unit,NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2020-04-23,,0305645200,,3cc8774b-7457-11ec-b6db-ac8d34d0c456,"NE=167772366,FR=1,S=7,CP=-1,SS=4,SC=-1",,กฟย.หนองปรือ,Ph#3,กฟย.หนองปรือ,Match,C3
New_C3_EO_NPR_NE08_1,NE08E-S6E,NED2EX1S,,ETH_1x10GE,1,7,3,NED2EX1S REV E,,210305645210L4000430,Normal,,"Finished Board Unit,NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2020-04-23,,0305645200,,3cc8774c-7457-11ec-b6db-ac8d34d0c456,"NE=167772366,FR=1,S=7,CP=-1,SS=3,SC=-1",,กฟย.หนองปรือ,Ph#3,กฟย.หนองปรือ,Match,C3
New_C1_SS_KBL_NE08_1,NE08E-S6E,NED2EM8T,,ETH_8xGE,1,8,5,NED2EM8T REV C,,210305645810L4000319,Normal,,"Finished Board Unit,NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2020-04-23,,0305645800,,81059b69-7470-11ec-b6db-ac8d34d0c456,"NE=167772368,FR=1,S=8,CP=-1,SS=5,SC=-1",,สฟฟ.กบินทร์บุรี 4 (ช),Ph#3,สฟฟ.กบินทร์บุรี 4 (ช),Match,C1
New_C1_SS_KBL_NE08_1,NE08E-S6E,CFCARD 7/0,,CFCARD,1,7,15,,,,Normal,,CFCARD 7/0,,,,,,,81059b6a-7470-11ec-b6db-ac8d34d0c456,"NE=167772368,FR=1,S=7,CP=-1,SS=15,SC=-1",,#N/A,#N/A,สฟฟ.กบินทร์บุรี 4 (ช),#N/A,C1
New_C1_SS_KBL_NE08_1,NE08E-S6E,CFCARD 8/0,,CFCARD,1,8,15,,,,Normal,,CFCARD 8/0,,,,,,,81059b6b-7470-11ec-b6db-ac8d34d0c456,"NE=167772368,FR=1,S=8,CP=-1,SS=15,SC=-1",,#N/A,#N/A,สฟฟ.กบินทร์บุรี 4 (ช),#N/A,C1
New_C1_SS_KBL_NE08_1,NE08E-S6E,NED2EX1S,,ETH_1x10GE,1,8,4,NED2EX1S REV E,,210305645210L4000366,Normal,,"Finished Board Unit,NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2020-04-23,,0305645200,,81059b6c-7470-11ec-b6db-ac8d34d0c456,"NE=167772368,FR=1,S=8,CP=-1,SS=4,SC=-1",,สฟฟ.กบินทร์บุรี 4 (ช),Ph#3,สฟฟ.กบินทร์บุรี 4 (ช),Match,C1
New_C1_SS_KBL_NE08_1,NE08E-S6E,NED2EX1S,,ETH_1x10GE,1,8,3,NED2EX1S REV E,,210305645210L4000397,Normal,,"Finished Board Unit,NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2020-04-23,,0305645200,,81059b6d-7470-11ec-b6db-ac8d34d0c456,"NE=167772368,FR=1,S=8,CP=-1,SS=3,SC=-1",,สฟฟ.กบินทร์บุรี 4 (ช),Ph#3,สฟฟ.กบินทร์บุรี 4 (ช),Match,C1
New_C1_SS_KBL_NE08_1,NE08E-S6E,NED2EX1S,,ETH_1x10GE,1,8,2,NED2EX1S REV E,,210305645210L6000028,Normal,,"Finished Board Unit,NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2020-06-15,,0305645200,,81059b6e-7470-11ec-b6db-ac8d34d0c456,"NE=167772368,FR=1,S=8,CP=-1,SS=2,SC=-1",,สฟฟ.กบินทร์บุรี 4 (ช),Ph#4,สฟฟ.กบินทร์บุรี 4 (ช),Match,C1
New_C1_SS_KBL_NE08_1,NE08E-S6E,NED2EM8T,,ETH_8xGE,1,8,6,NED2EM8T REV C,,210305645810L6000114,Normal,,"Finished Board Unit,NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2020-06-15,,0305645800,,81059b6f-7470-11ec-b6db-ac8d34d0c456,"NE=167772368,FR=1,S=8,CP=-1,SS=6,SC=-1",,สฟฟ.กบินทร์บุรี 4 (ช),Ph#4,สฟฟ.กบินทร์บุรี 4 (ช),Match,C1
New_C3_EO_BLG_NE08_1,NE08E-S6E,NED2EM8T 0/5,,ETH_8xGE,1,7,5,NED2EM8T REV C,,210305645810L6000330,Normal,,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2020-06-15,,0305645800,,2df4dadb-74ef-11ec-b6db-ac8d34d0c456,"NE=167772372,FR=1,S=7,CP=-1,SS=5,SC=-1",,กฟย.บางหลวง,Ph#4,กฟย.บางหลวง,Match,C3
New_C3_EO_BLG_NE08_1,NE08E-S6E,CFCARD 8/0,,CFCARD,1,8,15,,,,Normal,,CFCARD 8/0,,,,,,,2df4dadc-74ef-11ec-b6db-ac8d34d0c456,"NE=167772372,FR=1,S=8,CP=-1,SS=15,SC=-1",,#N/A,#N/A,กฟย.บางหลวง,#N/A,C3
New_C3_EO_BLG_NE08_1,NE08E-S6E,CFCARD 7/0,,CFCARD,1,7,15,,,,Normal,,CFCARD 7/0,,,,,,,2df4dadd-74ef-11ec-b6db-ac8d34d0c456,"NE=167772372,FR=1,S=7,CP=-1,SS=15,SC=-1",,#N/A,#N/A,กฟย.บางหลวง,#N/A,C3
New_C3_EO_BLG_NE08_1,NE08E-S6E,NED2EX1S 0/4,,ETH_1x10GE,1,7,4,NED2EX1S REV E,,210305645210L4000462,Normal,,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board,,03056452,2020-04-23,,0305645200,,2df4dade-74ef-11ec-b6db-ac8d34d0c456,"NE=167772372,FR=1,S=7,CP=-1,SS=4,SC=-1",,กฟย.บางหลวง,Ph#3,กฟย.บางหลวง,Match,C3
New_C3_EO_BLG_NE08_1,NE08E-S6E,NED2EM8T 0/6,,ETH_8xGE,1,7,6,NED2EM8T REV C,,210305645810L4000280,Normal,,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2020-04-23,,0305645800,,2df4dae0-74ef-11ec-b6db-ac8d34d0c456,"NE=167772372,FR=1,S=7,CP=-1,SS=6,SC=-1",,กฟย.บางหลวง,Ph#3,กฟย.บางหลวง,Match,C3
New_C3_EO_SPN_NE08_1,NE08E-S6E,CFCARD 8/0,,CFCARD,1,8,15,,,,Normal,,CFCARD 8/0,,,,,,,b68a649d-7502-11ec-b6db-ac8d34d0c456,"NE=167772373,FR=1,S=8,CP=-1,SS=15,SC=-1",,#N/A,#N/A,กฟส.สองพี่น้อง,#N/A,C3
New_C3_EO_SPN_NE08_1,NE08E-S6E,CFCARD 7/0,,CFCARD,1,7,15,,,,Normal,,CFCARD 7/0,,,,,,,b68a649e-7502-11ec-b6db-ac8d34d0c456,"NE=167772373,FR=1,S=7,CP=-1,SS=15,SC=-1",,#N/A,#N/A,กฟส.สองพี่น้อง,#N/A,C3
New_C3_EO_SPN_NE08_1,NE08E-S6E,NED2EM8T,,ETH_8xGE,1,8,6,NED2EM8T REV C,,210305645810L4000089,Normal,,"Finished Board Unit,NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2020-04-03,,0305645800,,b68a649f-7502-11ec-b6db-ac8d34d0c456,"NE=167772373,FR=1,S=8,CP=-1,SS=6,SC=-1",,กฟส.สองพี่น้อง,Ph#2,กฟส.สองพี่น้อง,Match,C3
New_C3_EO_SPN_NE08_1,NE08E-S6E,NED2EM8T,,ETH_8xGE,1,8,5,NED2EM8T REV C,,210305645810L6000332,Normal,,"Finished Board Unit,NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2020-06-15,,0305645800,,b68a64a0-7502-11ec-b6db-ac8d34d0c456,"NE=167772373,FR=1,S=8,CP=-1,SS=5,SC=-1",,กฟส.สองพี่น้อง,Ph#4,กฟส.สองพี่น้อง,Match,C3
New_C3_EO_SPN_NE08_1,NE08E-S6E,NED2EX1S,,ETH_1x10GE,1,8,4,NED2EX1S REV E,,210305645210L4000181,Normal,,"Finished Board Unit,NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2020-04-03,,0305645200,,b68a64a1-7502-11ec-b6db-ac8d34d0c456,"NE=167772373,FR=1,S=8,CP=-1,SS=4,SC=-1",,กฟส.สองพี่น้อง,Ph#2,กฟส.สองพี่น้อง,Match,C3
New_C3_EO_SPN_NE08_1,NE08E-S6E,NED2EX1S,,ETH_1x10GE,1,8,3,NED2EX1S REV E,,210305645210L4000214,Normal,,"Finished Board Unit,NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2020-04-03,,0305645200,,b68a64a2-7502-11ec-b6db-ac8d34d0c456,"NE=167772373,FR=1,S=8,CP=-1,SS=3,SC=-1",,กฟส.สองพี่น้อง,Ph#2,กฟส.สองพี่น้อง,Match,C3
New_C3_EO_SPN_NE08_1,NE08E-S6E,NED2EX1S,,ETH_1x10GE,1,8,2,NED2EX1S REV E,,210305645210L4000344,Normal,,"Finished Board Unit,NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2020-04-16,,0305645200,,b68ab2c3-7502-11ec-b6db-ac8d34d0c456,"NE=167772373,FR=1,S=8,CP=-1,SS=2,SC=-1",,กฟส.สองพี่น้อง,Ph#3,กฟส.สองพี่น้อง,Match,C3
New_C3_SS_BGM_NE08_1,NE08E-S6E,CFCARD 7/0,,CFCARD,1,7,15,,,,Normal,,CFCARD 7/0,,,,,,,485b7d27-750e-11ec-b6db-ac8d34d0c456,"NE=167772374,FR=1,S=7,CP=-1,SS=15,SC=-1",,#N/A,#N/A,สฟฟ.บางปลาม้า,#N/A,C3
New_C3_SS_BGM_NE08_1,NE08E-S6E,CFCARD 8/0,,CFCARD,1,8,15,,,,Normal,,CFCARD 8/0,,,,,,,485b7d28-750e-11ec-b6db-ac8d34d0c456,"NE=167772374,FR=1,S=8,CP=-1,SS=15,SC=-1",,#N/A,#N/A,สฟฟ.บางปลาม้า,#N/A,C3
New_C3_SS_BGM_NE08_1,NE08E-S6E,NED2EM8T,,ETH_8xGE,1,7,6,NED2EM8T REV C,,210305645810L4000112,Normal,,"Finished Board Unit,NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2020-04-03,,0305645800,,485b7d29-750e-11ec-b6db-ac8d34d0c456,"NE=167772374,FR=1,S=7,CP=-1,SS=6,SC=-1",,สฟฟ.บางปลาม้า,Ph#2,สฟฟ.บางปลาม้า,Match,C3
New_C3_SS_BGM_NE08_1,NE08E-S6E,NED2EM8T,,ETH_8xGE,1,7,5,NED2EM8T REV C,,210305645810L6000371,Normal,,"Finished Board Unit,NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2020-06-14,,0305645800,,485b7d2a-750e-11ec-b6db-ac8d34d0c456,"NE=167772374,FR=1,S=7,CP=-1,SS=5,SC=-1",,สฟฟ.บางปลาม้า,Ph#4,สฟฟ.บางปลาม้า,Match,C3
New_C3_SS_BGM_NE08_1,NE08E-S6E,NED2EX1S,,ETH_1x10GE,1,7,4,NED2EX1S REV E,,210305645210L4000040,Normal,,"Finished Board Unit,NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2020-04-03,,0305645200,,485b7d2b-750e-11ec-b6db-ac8d34d0c456,"NE=167772374,FR=1,S=7,CP=-1,SS=4,SC=-1",,สฟฟ.บางปลาม้า,Ph#2,สฟฟ.บางปลาม้า,Match,C3
New_C3_SS_BGM_NE08_1,NE08E-S6E,NED2EX1S,,ETH_1x10GE,1,7,3,NED2EX1S REV E,,210305645210L4000048,Normal,,"Finished Board Unit,NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2020-04-03,,0305645200,,485b7d2c-750e-11ec-b6db-ac8d34d0c456,"NE=167772374,FR=1,S=7,CP=-1,SS=3,SC=-1",,สฟฟ.บางปลาม้า,Ph#2,สฟฟ.บางปลาม้า,Match,C3
New_C3_EO_TQA_NE08_1,NE08E-S6E,CFCARD 8/0,,CFCARD,1,8,15,,,,Normal,,CFCARD 8/0,,,,,,,6b2d9093-750f-11ec-b6db-ac8d34d0c456,"NE=167772375,FR=1,S=8,CP=-1,SS=15,SC=-1",,#N/A,#N/A,กฟย.ทุ่งคอก,#N/A,C3
New_C3_EO_TQA_NE08_1,NE08E-S6E,CFCARD 7/0,,CFCARD,1,7,15,,,,Normal,,CFCARD 7/0,,,,,,,6b2d9094-750f-11ec-b6db-ac8d34d0c456,"NE=167772375,FR=1,S=7,CP=-1,SS=15,SC=-1",,#N/A,#N/A,กฟย.ทุ่งคอก,#N/A,C3
New_C3_EO_TQA_NE08_1,NE08E-S6E,NED2EM8T,,ETH_8xGE,1,8,6,NED2EM8T REV C,,210305645810L4000084,Normal,,"Finished Board Unit,NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2020-04-03,,0305645800,,6b2d9095-750f-11ec-b6db-ac8d34d0c456,"NE=167772375,FR=1,S=8,CP=-1,SS=6,SC=-1",,กฟย.ทุ่งคอก,Ph#2,กฟย.ทุ่งคอก,Match,C3
New_C3_EO_TQA_NE08_1,NE08E-S6E,NED2EM8T,,ETH_8xGE,1,8,5,NED2EM8T REV C,,210305645810L6000287,Normal,,"Finished Board Unit,NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2020-06-15,,0305645800,,6b2d9096-750f-11ec-b6db-ac8d34d0c456,"NE=167772375,FR=1,S=8,CP=-1,SS=5,SC=-1",,กฟย.ทุ่งคอก,Ph#4,กฟย.ทุ่งคอก,Match,C3
New_C3_EO_TQA_NE08_1,NE08E-S6E,NED2EX1S,,ETH_1x10GE,1,8,4,NED2EX1S REV E,,210305645210L4000063,Normal,,"Finished Board Unit,NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2020-04-03,,0305645200,,6b2d9097-750f-11ec-b6db-ac8d34d0c456,"NE=167772375,FR=1,S=8,CP=-1,SS=4,SC=-1",,กฟย.ทุ่งคอก,Ph#2,กฟย.ทุ่งคอก,Match,C3
New_C3_EO_TQA_NE08_1,NE08E-S6E,NED2EX1S,,ETH_1x10GE,1,8,3,NED2EX1S REV E,,210305645210L4000055,Normal,,"Finished Board Unit,NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2020-04-03,,0305645200,,6b2d9098-750f-11ec-b6db-ac8d34d0c456,"NE=167772375,FR=1,S=8,CP=-1,SS=3,SC=-1",,กฟย.ทุ่งคอก,Ph#2,กฟย.ทุ่งคอก,Match,C3
New_C3_EO_MKS_NE08_1,NE08E-S6E,NED2EM8T 0/5,,ETH_8xGE,1,8,5,NED2EM8T REV C,,210305645810L6000182,Normal,,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2020-06-15,,0305645800,,23981acd-7510-11ec-b6db-ac8d34d0c456,"NE=167772377,FR=1,S=8,CP=-1,SS=5,SC=-1",,กฟย.มะขามล้ม,Ph#4,กฟย.มะขามล้ม,Match,C3
New_C3_EO_MKS_NE08_1,NE08E-S6E,CFCARD 7/0,,CFCARD,1,7,15,,,,Normal,,CFCARD 7/0,,,,,,,23981ace-7510-11ec-b6db-ac8d34d0c456,"NE=167772377,FR=1,S=7,CP=-1,SS=15,SC=-1",,#N/A,#N/A,กฟย.มะขามล้ม,#N/A,C3
New_C3_EO_MKS_NE08_1,NE08E-S6E,CFCARD 8/0,,CFCARD,1,8,15,,,,Normal,,CFCARD 8/0,,,,,,,23981acf-7510-11ec-b6db-ac8d34d0c456,"NE=167772377,FR=1,S=8,CP=-1,SS=15,SC=-1",,#N/A,#N/A,กฟย.มะขามล้ม,#N/A,C3
New_C3_EO_MKS_NE08_1,NE08E-S6E,NED2EX1S 0/4,,ETH_1x10GE,1,8,4,NED2EX1S REV E,,210305645210L4000447,Normal,,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board,,03056452,2020-04-23,,0305645200,,23981ad0-7510-11ec-b6db-ac8d34d0c456,"NE=167772377,FR=1,S=8,CP=-1,SS=4,SC=-1",,กฟย.มะขามล้ม,Ph#3,กฟย.มะขามล้ม,Match,C3
New_C3_EO_MKS_NE08_1,NE08E-S6E,NED2EX1S 0/3,,ETH_1x10GE,1,8,3,NED2EX1S REV E,,210305645210L4000441,Normal,,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board,,03056452,2020-04-23,,0305645200,,23981ad1-7510-11ec-b6db-ac8d34d0c456,"NE=167772377,FR=1,S=8,CP=-1,SS=3,SC=-1",,กฟย.มะขามล้ม,Ph#3,กฟย.มะขามล้ม,Match,C3
New_C3_EO_MKS_NE08_1,NE08E-S6E,NED2EM8T 0/6,,ETH_8xGE,1,8,6,NED2EM8T REV C,,210305645810L4000299,Normal,,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2020-04-23,,0305645800,,23981ad2-7510-11ec-b6db-ac8d34d0c456,"NE=167772377,FR=1,S=8,CP=-1,SS=6,SC=-1",,กฟย.มะขามล้ม,Ph#3,กฟย.มะขามล้ม,Match,C3
C1_SS_WAM_NE08_1,NE08E-S6E,CFCARD 8/0,,CFCARD,1,8,15,NA,,,Normal,NA,CFCARD 8/0,,,,NULL,,,9343eb8a-752e-11ec-b6db-ac8d34d0c456,"NE=167772380,FR=1,S=8,CP=-1,SS=15,SC=-1",,#N/A,#N/A,สฟฟ.วังม่วง,#N/A,C1
C1_SS_WAM_NE08_1,NE08E-S6E,CFCARD 7/0,,CFCARD,1,7,15,NA,,,Normal,NA,CFCARD 7/0,,,,NULL,,,9343eb8b-752e-11ec-b6db-ac8d34d0c456,"NE=167772380,FR=1,S=7,CP=-1,SS=15,SC=-1",,#N/A,#N/A,สฟฟ.วังม่วง,#N/A,C1
C1_SS_WAM_NE08_1,NE08E-S6E,NED2EM8T 0/6,,ETH_8xGE,1,8,6,NED2EM8T REV C,,210305645810L4000095,Normal,NA,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2020-04-03,NULL,0305645800,,9343eb8c-752e-11ec-b6db-ac8d34d0c456,"NE=167772380,FR=1,S=8,CP=-1,SS=6,SC=-1",,สฟฟ.วังม่วง,Ph#2,สฟฟ.วังม่วง,Match,C1
C1_SS_WAM_NE08_1,NE08E-S6E,NED2EM8T 0/5,,ETH_8xGE,1,8,5,NED2EM8T REV C,,210305645810L6000089,Normal,NA,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2020-06-15,NULL,0305645800,,9343eb8d-752e-11ec-b6db-ac8d34d0c456,"NE=167772380,FR=1,S=8,CP=-1,SS=5,SC=-1",,สฟฟ.วังม่วง,Ph#4,สฟฟ.วังม่วง,Match,C1
C1_SS_WAM_NE08_1,NE08E-S6E,NED2EX1S 0/4,,ETH_1x10GE,1,8,4,NED2EX1S REV E,,210305645210L4000187,Normal,NA,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board,,03056452,2020-04-03,NULL,0305645200,,9343eb8e-752e-11ec-b6db-ac8d34d0c456,"NE=167772380,FR=1,S=8,CP=-1,SS=4,SC=-1",,สฟฟ.วังม่วง,Ph#2,สฟฟ.วังม่วง,Match,C1
C1_SS_WAM_NE08_1,NE08E-S6E,NED2EX1S 0/3,,ETH_1x10GE,1,8,3,NED2EX1S REV E,,210305645210L4000178,Normal,NA,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board,,03056452,2020-04-03,NULL,0305645200,,9343eb8f-752e-11ec-b6db-ac8d34d0c456,"NE=167772380,FR=1,S=8,CP=-1,SS=3,SC=-1",,สฟฟ.วังม่วง,Ph#2,สฟฟ.วังม่วง,Match,C1
C1_SS_WAM_NE08_1,NE08E-S6E,NED3EX2S 0/1,,ETH_2x10GE,1,8,1,NED3EX2S REV B,,210305714110L6000035,Normal,NA,"NE08E-S6E,NED3EX2S,2 Channel 10GE Optical Interface Board(SFP+)",,03057141,2020-06-15,NULL,0305714100,,9343eb90-752e-11ec-b6db-ac8d34d0c456,"NE=167772380,FR=1,S=8,CP=-1,SS=1,SC=-1",,สฟฟ.วังม่วง,Ph#4,สฟฟ.วังม่วง,Match,C1
C1_EO_WMG_NE8K_1,NetEngine 8000 M6,CFCARD 8/0,,CFCARD,1,8,15,NA,,NA,Normal,NA,CFCARD 8/0,,,NA,NULL,,,d894fa40-752e-11ec-b6db-ac8d34d0c456,"NE=167772381,FR=1,S=8,CP=-1,SS=15,SC=-1",,#N/A,#N/A,กฟย.วังม่วง,#N/A,C1
