SubCard Report,,,,,,,,,,,,,,,,,,,,,,,,,,,
Save Time: 2025-05-15 12:23:16 User Name: tempuno,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total records: 3410,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE Name,NE Type (MPU Type),Subboard Full Name,Subboard Name,Subboard Type,Subrack ID,Slot Number,Subslot Number,Hardware Version,Software Version,SN(Bar Code),Subboard Status,SubCard Alias,Description,Remarks,PN(BOM Code),Manufactured On,Model,Rev (Issue Number),Custom Label,resId,nativeId,,Masterplan Assigned,Boq. Ph.,Actual Site name,Match,Region
C3_SS_PMB_NE08_1,NE08E-S6,NED2EX1S 0/1,,NEDD000EX1S0,1,8,1,NED2EX1S REV D,,210305645210H6000196,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2017-06-20,,0305645200,,8a3e3c45-b462-4353-ab14-9e374532125e,"NE=3145797,FR=1,S=8,CP=-1,SS=1,SC=-1",,#N/A,#N/A,สฟฟ.พุทธมณฑล 2,#N/A,C3
C2_SS_LMA_NE08_1,NE08E-S6,NED2EM8T 0/6,,NEDD00EM8T01,1,7,6,NED2EM8T REV C,,210305645810H6000069,Normal,,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2017-06-20,,0305645800,,9eb3dda5-d438-4355-8753-f8e98bcc66ff,"NE=167772976,FR=1,S=7,CP=-1,SS=6,SC=-1",,0,Ph#1,สฟฟ.หลักชัยเมืองยาง,Not Match,C2
C1_SS_PAB_NE40,NetEngine 8000 M14,CFCARD 15/0,,CFCARD,1,15,61,NA,NA,NA,Normal,NA,CFCARD 15/0,,,NA,NULL,,,d361ac99-6794-435a-a43b-da6eff9102b1,"NE=167773388,FR=1,S=15,CP=-1,SS=61,SC=-1",,#N/A,#N/A,สฟฟ.ปราจีนบุรี 2,#N/A,C1
C2_SS_AKU_NE8K_1,NetEngine 8000 M6,CR81E8GEA4 0/2,,ETH_8xGE,1,7,2,CR81E8GEA4 REV C,,034REM10QC100058,Normal,NA,8-Port 100/1000Base-RJ45 Physical Interface Card(PIC),,03034REM,2024-12-10,NULL,03034REM00,,f672b818-0671-436a-8bed-a7db67684211,"NE=167772958,FR=1,S=7,CP=-1,SS=2,SC=-1",,สฟฟ.อมตะนคร 6 (ชค),Ph#8,สฟฟ.อมตะนคร 6 (ชค),Match,C2
C3_SS_SAE_NE08_1,NE08E-S6,NED2EM8T 0/6,,NEDD00EM8T01,1,7,6,NED2EM8T REV C,,210305645810L6000353,Normal,,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2020-06-14,,0305645800,,1800f806-2f92-437b-a407-1a7823d5e260,"NE=167772695,FR=1,S=7,CP=-1,SS=6,SC=-1",,สฟฟ.อ้อมใหญ่ 2,Ph#4,สฟฟ.สามพราน 5 (ชค),Not Match,C3
C3_SS_OYK_NE8K_1,NetEngine 8000 M6,CR81E8GEA1,,ETH_8xGE,1,7,1,CR81E8GEA1 REV B,,034BAT10N6100099,Normal,NA,8-Port 100/1000Base-RJ45 Physical Interface Card(PIC),,03034BAT,2022-06-19,NULL,03034BAT00,,446df4fb-a36a-4382-860c-01353b69b856,"NE=3145903,FR=1,S=7,CP=-1,SS=1,SC=-1",,สฟฟ.อ้อมใหญ่ 2,Ph#6,สฟฟ.อ้อมใหญ่ 2,Match,C3
C2_SS_APA_NE8KM14_1,NetEngine 8000 M14,VIRTUALPIC 0/79,,FLEXE_VIRTUAL_CARD,1,15,79,,NA,,Normal,NA,VIRTUALPIC,,,,NULL,,,1ade5690-6f3e-4385-afad-4575d956442f,"NE=167772627,FR=1,S=15,CP=-1,SS=79,SC=-1",,#N/A,#N/A,สฟฟ.อ่าวไผ่ 1 ,#N/A,C2
C1_EO_PTI_NE08_1,NE08E-S6,NED2EX1S 0/2,,NEDD000EX1S0,1,8,2,NED2EX1S REV E,,210305645210L4000252,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2020-04-03,,0305645200,,48ea9d6e-b65f-438c-9eeb-9c9b08e3bf59,"NE=3145745,FR=1,S=8,CP=-1,SS=2,SC=-1",,กฟจ.ปทุมธานี,Ph#2,กฟจ.ปทุมธานี,Match,C1
C2_SS_CTB_NE8K_1,NetEngine 8000 M6,CR81L4XFJ0 0/6,,ETH_4x10GE,1,8,6,CR81L4XFJ0 REV D,,034PJX10P5100064,Normal,NA,4-Port 10GE(SFP+)/GE(SFP) MACsec Physical Interface Card(PIC),,03034PJX,2023-05-25,NULL,03034PJX00,,746afdcc-3cac-4391-bb66-e8e393d67326,"NE=167773596,FR=1,S=8,CP=-1,SS=6,SC=-1",,สฟฟ.จันทบุรี 2,Ph#7,สฟฟ.จันทบุรี 2,Match,C2
C1_HQ_DRC1_NE8K_4,NetEngine 8000 M6,CFCARD 8/0,,CFCARD,1,8,15,NA,,,Normal,NA,CFCARD 8/0,,,,NULL,,,963e43d1-9684-4392-9385-d18f8d65d4e1,"NE=167773022,FR=1,S=8,CP=-1,SS=15,SC=-1",,#N/A,#N/A,DRC#1,#N/A,HQ
C1_SS_ATA_NE08_2,NE08E-S6E,NED2EX1S,,ETH_1x10GE,1,7,3,NED2EX1S REV E,,210305645210L4000354,Normal,,"Finished Board Unit,NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2020-04-23,,0305645200,,af2940ea-f09e-43a8-bf07-5baab65ed707,"NE=167772797,FR=1,S=7,CP=-1,SS=3,SC=-1",,กฟฟ.รังสิต,Ph#3,สฟฟ.อ่างทอง 1,Not Match,C1
C3_SS_BEA_NE8K_2,NetEngine 8000 M6,CR81L4XFJ0 0/5,,ETH_4x10GE,1,8,5,CR81L4XFJ0 REV D,,034PJX10P5100074,Normal,NA,4-Port 10GE(SFP+)/GE(SFP) MACsec Physical Interface Card(PIC),,03034PJX,2023-05-25,NULL,03034PJX00,,c2483586-7396-43a9-9300-f7e1544ae7f9,"NE=3145794,FR=1,S=8,CP=-1,SS=5,SC=-1",,สฟฟ.บางเลน,Ph#7,สฟฟ.บางเลน,Match,C3
C1_SS_KBM_NE08_1,NE08E-S6,NED2EX1S 0/4,,NEDD000EX1S0,1,7,4,NED2EX1S REV D,,210305645210H6000405,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2017-06-20,,0305645200,,012d1555-9819-43ad-a301-b6469e6116a1,"NE=167773587,FR=1,S=7,CP=-1,SS=4,SC=-1",,0,Ph#1,สฟฟ.กบินทร์บุรี 5,Not Match,C1
C3_SS_OYI_NE8KM14_1,NetEngine 8000 M14,CFCARD 15/0,,CFCARD,1,15,61,NA,NA,,Normal,NA,CFCARD 15/0,,,,NULL,,,bfd1e964-bcf4-43b4-87ca-8ee5aeeb3c94,"NE=167773087,FR=1,S=15,CP=-1,SS=61,SC=-1",,#N/A,#N/A,สฟฟ.อ้อมใหญ่ 1,#N/A,C3
HQ_DC2_NE8KM14_1,NetEngine 8000 M14,CR81EAGH 0/11,,ETH_10xGF_CARD,1,16,11,CR81EAGH REV D,NA,034KEB10P5100216,Unknown,NA,10-port 100/1000Base-X-SFP MACsec Physical Interface Card(PIC),,03034KEB,2023-05-25,NULL,03034KEB00,,bec62971-7286-43b8-b64c-dd7fdcbfcd0f,"NE=167773231,FR=1,S=16,CP=-1,SS=11,SC=-1",,IP Access Datacenter 2 ชั้น 4,Ph#7,IP Access Data Center 2,Not Match,HQ
HQ_HQ_NE8KM14_1,NetEngine 8000 M14,CR81EAGI 0/5,,LAN_WAN_10x10GF_CARD,1,15,5,CR81EAGI REV D,NA,034KEC10Q9100077,Normal,NA,10-Port 10GE/GE LAN/WAN-SFP+ MACsec Physical Interface Card(PIC),,03034KEC,2024-09-13,NULL,03034KEC00,,9ec67e80-78ea-43b9-bee2-9c5ecbe3eb6c,"NE=167772906,FR=1,S=15,CP=-1,SS=5,SC=-1",,สำนักงานใหญ่ กฟภ. (อสก.3),Ph#8,สำนักงานใหญ่ กฟภ. (อสก.3),Match,HQ
C1_CCPAY_NE8K_1,NetEngine 8000 M6,CR81L2XFC0,,ETH_2x10GE,1,7,4,CR81L2XFC0 REV B,,033JUD10L6000069,Normal,NA,2-port 10GE(SFP+)/GE(SFP) Physical Interface Card(PIC),,03033JUD,2020-06-15,NULL,03033JUD00,,c2e21865-2d84-43c1-8d68-61b6b71aa13c,"NE=167773070,FR=1,S=7,CP=-1,SS=4,SC=-1",,DRC#1,Ph#4,โรงหล่อคอนกรีตอยุธยา,Not Match,C1
C3_EO_DAA_NE8KM14_1,NetEngine 8000 M14,CFCARD 16/0,,CFCARD,1,16,61,NA,NA,,Normal,NA,CFCARD 16/0,,,,NULL,,,e1d71493-fb7f-43ce-9cbf-d913430b19c4,"NE=167773091,FR=1,S=16,CP=-1,SS=61,SC=-1",,#N/A,#N/A,กฟอ.ด่านช้าง,#N/A,C3
New_C3_SS_KCB_NE08_1,NE08E-S6E,CR51DE1C0 0/2,,PDH_16xE1,1,8,2,CR51DE1C0 REV A,,033GGD10N8100048,Normal,,"16-Port E1 Physical Interface Card(PIC,75ohm/120ohm)",,03033GGD,2022-08-08,,03033GGD00,,3fd1930e-4bf4-43d1-9637-d4b5cc267520,"NE=167772353,FR=1,S=8,CP=-1,SS=2,SC=-1",,#N/A,#N/A,สฟฟ.กาญจนบุรี 2,#N/A,C3
C2_ADDC_EO_CBR_NE8K_2,NetEngine 8000 M6,CR81L4XFJ0 0/6,,ETH_4x10GE,1,8,6,CR81L4XFJ0 REV D,,034PJX10Q9100036,Normal,NA,4-Port 10GE(SFP+)/GE(SFP) MACsec Physical Interface Card(PIC),,03034PJX,2024-09-13,NULL,03034PJX00,,7cd63683-4d2e-43e0-8459-78d1183717b2,"NE=3145862,FR=1,S=8,CP=-1,SS=6,SC=-1",,ศจฟ.กฟก.2 (ชลบุรี),Ph#8,ศจฟ.กฟก.2,Not Match,C2
C1_SS_BSG_NE8K_1,NetEngine 8000 M6,CR81L2XFC0,,ETH_2x10GE,1,7,4,CR81L2XFC0 REV B,,033JUD10L6000052,Normal,NA,2-port 10GE(SFP+)/GE(SFP) Physical Interface Card(PIC),,03033JUD,2020-06-15,NULL,03033JUD00,,e056afb7-b54b-43e0-bade-6d5374b86338,"NE=3145814,FR=1,S=7,CP=-1,SS=4,SC=-1",,กฟส.บ้านสร้าง,Ph#4,สฟฟ.บ้านสร้าง,Not Match,C1
C1_EO_PBI_NE8K_1,NetEngine 8000 M6,CFCARD 8/0,,CFCARD,1,8,15,NA,,,Normal,NA,CFCARD 8/0,,,,NULL,,,48a524d0-033f-43e1-b0d2-41dfdac42126,"NE=3145810,FR=1,S=8,CP=-1,SS=15,SC=-1",,#N/A,#N/A,กฟจ.ปราจีนบุรี,#N/A,C1
C3_EO_DAA_NE8K_1,NetEngine 8000 M6,CR81E8GEB0 0/2,,ETH_8xGE,1,7,2,CR81E8GEB0 REV C,,033NRL10L8000143,Normal,NA,8-Port 100/1000Base-RJ45 Physical Interface Card(PIC),,03033NRL,2020-08-02,NULL,03033NRL00,,af3597eb-7428-43e1-8ba3-8fced58249ff,"NE=167772246,FR=1,S=7,CP=-1,SS=2,SC=-1",,สฟฟ.เลาขวัญ,Ph#4,กฟส.ด่านช้าง,Not Match,C3
C2_ADDC_EO_CBR_NE8K_2,NetEngine 8000 M6,CFCARD 8/0,,CFCARD,1,8,15,NA,,,Normal,NA,CFCARD 8/0,,,,NULL,,,a358fbb4-3840-43e2-aaef-5b9710d5f202,"NE=3145862,FR=1,S=8,CP=-1,SS=15,SC=-1",,#N/A,#N/A,ศจฟ.กฟก.2,#N/A,C2
C2_SS_PLW_NE08_1,NE08E-S6E,CR51DE1C0 0/2,,PDH_16xE1,1,7,2,CR51DE1C0 REV A,,033GGD10N8100042,Normal,,"16-Port E1 Physical Interface Card(PIC,75ohm/120ohm)",,03033GGD,2022-08-08,,03033GGD00,,84eef137-646a-43e4-8a2c-33704c266673,"NE=167772552,FR=1,S=7,CP=-1,SS=2,SC=-1",,#N/A,#N/A,สฟฟ.ปลวกแดง 3,#N/A,C2
C2_SS_KAA_NE8K_1,NetEngine 8000 M6,CR81L4XFJ0 0/6,,ETH_4x10GE,1,8,6,CR81L4XFJ0 REV D,,034PJX10P5100069,Normal,NA,4-Port 10GE(SFP+)/GE(SFP) MACsec Physical Interface Card(PIC),,03034PJX,2023-05-25,NULL,03034PJX00,,297d4c15-c8b3-43e6-9332-ba5ac75159d7,"NE=167772575,FR=1,S=8,CP=-1,SS=6,SC=-1",,สฟฟ.แกลง 1,Ph#7,สฟฟ.แกลง 1,Match,C2
C1_SS_PAB_NE8K_3_E1,NetEngine 8000 M6,CR51DE1C0,,PDH_16xE1,1,7,5,CR51DE1C0 REV A,,033GGD10N8100053,Normal,,"16-Port E1 Physical Interface Card(PIC,75ohm/120ohm)",,03033GGD,2022-08-08,,03033GGD00,,e4493742-cb85-43ed-a283-e3614a437afd,"NE=167773045,FR=1,S=7,CP=-1,SS=5,SC=-1",,#N/A,#N/A,สฟฟ.ปราจีนบุรี 2,#N/A,C1
C2_SS_BNG_NE8K_1,NetEngine 8000 M6,CR81E8GEA1,,ETH_8xGE,1,7,2,CR81E8GEA1 REV B,,034BAT10N6100082,Normal,NA,8-Port 100/1000Base-RJ45 Physical Interface Card(PIC),,03034BAT,2022-06-19,NULL,03034BAT00,,d59bfa77-ff91-43ed-a48a-0a915ddd638b,"NE=3145884,FR=1,S=7,CP=-1,SS=2,SC=-1",,สฟฟ.บึง 1,Ph#6,สฟฟ.บึง 1,Match,C2
New_C3_EO_ONA_NE8K_1,NetEngine 8000 M6,CR81E8GEB0,,ETH_8xGE,1,8,2,CR81E8GEB0 REV C,,033NRL10L8000160,Normal,,8-Port 100/1000Base-RJ45 Physical Interface Card(PIC),,03033NRL,2020-08-02,,03033NRL00,,25a7cf0f-d1eb-43fc-b104-27427b87540e,"NE=167772189,FR=1,S=8,CP=-1,SS=2,SC=-1",,กฟภ.อ้อมน้อย,Ph#4,กฟภ.อ้อมน้อย,Match,C3
C1_WH_APT_NE8K_1,NetEngine 8000 M6,NED2EM8T,,ETH_8xGE,1,7,2,NED2EM8T REV C,,210305645810M6000085,Normal,NA,8 Channels GE/FE Electrical Interface Board,,03056458,2021-06-25,NULL,0305645800,,27e1e4b7-bd32-43fd-8c95-8ca46525348f,"NE=167772641,FR=1,S=7,CP=-1,SS=2,SC=-1",,คลังพัสดุอรัญประเทศ,Ph#5,คลังพัสดุอรัญประเทศ,Match,C1
C3_SS_BEA_NE8K_2,NetEngine 8000 M6,CFCARD 7/0,,CFCARD,1,7,15,NA,,,Normal,NA,CFCARD 7/0,,,,NULL,,,95754602-1d6a-4407-9e3c-81c97baa87b7,"NE=3145794,FR=1,S=7,CP=-1,SS=15,SC=-1",,#N/A,#N/A,สฟฟ.บางเลน,#N/A,C3
C2_SS_KAA_NE8K_1,NetEngine 8000 M6,CR81E8GEA4 0/1,,ETH_8xGE,1,8,1,CR81E8GEA4 REV C,,034REM10P5100066,Normal,NA,8-Port 100/1000Base-RJ45 Physical Interface Card(PIC),,03034REM,2023-05-25,NULL,03034REM00,,e90ba26d-b25b-4407-b0c5-878553f8d1bb,"NE=167772575,FR=1,S=8,CP=-1,SS=1,SC=-1",,สฟฟ.แกลง 1,Ph#7,สฟฟ.แกลง 1,Match,C2
C3_EO_DMA_NE8K_1,NetEngine 8000 M6,CR81E8GEA1,,ETH_8xGE,1,7,1,CR81E8GEA1 REV B,,034BAT10N6100091,Unknown,NA,8-Port 100/1000Base-RJ45 Physical Interface Card(PIC),,03034BAT,2022-06-19,NULL,03034BAT00,,29376de5-ff09-440c-8a6a-74c4f5208a15,"NE=167772321,FR=1,S=7,CP=-1,SS=1,SC=-1",,กฟส.ด่านมะขามเตี้ย,Ph#6,กฟส.ด่านมะขามเตี้ย,Match,C3
C2_SS_APA_NE8K_2,NetEngine 8000 M6,CR81E8GEA4 0/2,,ETH_8xGE,1,8,2,CR81E8GEA4 REV C,,034REM10QC100078,Normal,NA,8-Port 100/1000Base-RJ45 Physical Interface Card(PIC),,03034REM,2024-12-10,NULL,03034REM00,,84d6a046-b6b7-440f-8737-b56e073644f8,"NE=167773336,FR=1,S=8,CP=-1,SS=2,SC=-1",,สฟฟ.อ่าวไผ่ 1,Ph#8,สฟฟ.อ่าวไผ่ 1 ,Not Match,C2
New_C2_SS_MPA_NE08_1,NE08E-S6E,CR51DE1C0 0/2,,PDH_16xE1,1,7,2,CR51DE1C0 REV A,,033GGD10N8100044,Normal,,"16-Port E1 Physical Interface Card(PIC,75ohm/120ohm)",,03033GGD,2022-08-08,,03033GGD00,,3b4f099d-1e48-4411-ba86-be3577da0ac6,"NE=167772213,FR=1,S=7,CP=-1,SS=2,SC=-1",,#N/A,#N/A,สฟฟ.มาบตาพุด 1,#N/A,C2
C1_SS_KBR_NE08_1,NE08E-S6E,NED2EX1S,,ETH_1x10GE,1,7,1,NED2EX1S REV E,,210305645210L4000427,Normal,,"Finished Board Unit,NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2020-04-23,,0305645200,,e36eb8c7-913d-4419-a129-616be1a94fa7,"NE=167772844,FR=1,S=7,CP=-1,SS=1,SC=-1",,สฟฟ.รังสิต 2 (ช),Ph#3,สฟฟ.กบินทร์บุรี 6 (ชค)(บ่อทอง 33),Not Match,C1
HQ_DC2_NE8KM14_1,NetEngine 8000 M14,VIRTUALPIC 0/78,,FLEXE_VIRTUAL_CARD,1,16,78,,NA,,Unknown,NA,VIRTUALPIC,,,,NULL,,,8b38a455-8341-441a-a8a9-ff8c705cd8ff,"NE=167773231,FR=1,S=16,CP=-1,SS=78,SC=-1",,#N/A,#N/A,IP Access Data Center 2,#N/A,HQ
C1_SS_TPV_NE8K_1,NetEngine 8000 M6,CR81L2XFC0,,ETH_2x10GE,1,7,3,CR81L2XFC0 REV B,,033JUD10L6000010,Normal,NA,2-port 10GE(SFP+)/GE(SFP) Physical Interface Card(PIC),,03033JUD,2020-06-15,NULL,03033JUD00,,0fb458f8-33b0-441d-be75-60dfeeeeeb63,"NE=167773303,FR=1,S=7,CP=-1,SS=3,SC=-1",,DRC#2,Ph#4,สฟฟ.ตาพระยา (ชค),Not Match,C1
C1_WH_APT_NE8K_1,NetEngine 8000 M6,CFCARD 7/0,,CFCARD,1,7,15,NA,,NA,Normal,NA,CFCARD 7/0,,,NA,NULL,,,e3bbdb50-ffa1-4434-bd32-bd1de767c314,"NE=167772641,FR=1,S=7,CP=-1,SS=15,SC=-1",,#N/A,#N/A,คลังพัสดุอรัญประเทศ,#N/A,C1
New_C2_EO_BAK_NE08_1,NE08E-S6E,NED2EX1S,,ETH_1x10GE,1,7,2,NED2EX1S REV E,,210305645210L4000215,Normal,,"Finished Board Unit,NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2020-04-03,,0305645200,,3cc41203-9de3-4435-a993-fe108a9367f7,"NE=167772283,FR=1,S=7,CP=-1,SS=2,SC=-1",,สฟฟ.บางน้ำเปรี้ยว,Ph#2,กฟส.บางคล้า,Not Match,C2
C1_WH_APT_NE8K_1,NetEngine 8000 M6,CR81L2XFC0,,ETH_2x10GE,1,7,3,CR81L2XFC0 REV B,,033JUD10M6000039,Normal,NA,2-port 10GE(SFP+)/GE(SFP) Physical Interface Card(PIC),,03033JUD,2021-06-25,NULL,03033JUD00,,9fbaa664-b67d-443e-8092-e103950bbdbc,"NE=167772641,FR=1,S=7,CP=-1,SS=3,SC=-1",,คลังพัสดุอรัญประเทศ,Ph#5,คลังพัสดุอรัญประเทศ,Match,C1
C1_CCPAY_NE8K_1,NetEngine 8000 M6,CFCARD 8/0,,CFCARD,1,8,15,NA,,NA,Normal,NA,CFCARD 8/0,,,NA,NULL,,,21998a06-57c1-4444-93e6-7cfe4c237870,"NE=167773070,FR=1,S=8,CP=-1,SS=15,SC=-1",,#N/A,#N/A,โรงหล่อคอนกรีตอยุธยา,#N/A,C1
C1_SS_TPV_NE8K_1,NetEngine 8000 M6,CR81L2XFC0,,ETH_2x10GE,1,7,4,CR81L2XFC0 REV B,,033JUD10L6000039,Normal,NA,2-port 10GE(SFP+)/GE(SFP) Physical Interface Card(PIC),,03033JUD,2020-06-15,NULL,03033JUD00,,46104983-2c63-4446-98e3-0c51892eba93,"NE=167773303,FR=1,S=7,CP=-1,SS=4,SC=-1",,DRC#2,Ph#4,สฟฟ.ตาพระยา (ชค),Not Match,C1
C2_SS_CTB_NE8K_1,NetEngine 8000 M6,CFCARD 7/0,,CFCARD,1,7,15,NA,,,Normal,NA,CFCARD 7/0,,,,NULL,,,d2304cad-92e4-4447-b0e4-4d16168cefec,"NE=167773596,FR=1,S=7,CP=-1,SS=15,SC=-1",,#N/A,#N/A,สฟฟ.จันทบุรี 2,#N/A,C2
C2_SS_TMM_NE8K_1,NetEngine 8000 M6,CR81E8GEA1 0/2,,ETH_8xGE,1,7,2,CR81E8GEA1 REV B,,034BAT10N6100087,Normal,NA,8-Port 100/1000Base-RJ45 Physical Interface Card(PIC),,03034BAT,2022-06-19,NULL,03034BAT00,,6f596bae-5e7a-444e-a57c-055379d2ab63,"NE=3145894,FR=1,S=7,CP=-1,SS=2,SC=-1",,สฟฟ.ท่าใหม่,Ph#6,สฟฟ.ท่าใหม่,Match,C2
C2_SS_ESD_NE08_1,NE08E-S6E,NED2EX1S 0/3,,ETH_1x10GE,1,7,3,NED2EX1S REV E,,210305645210L4000117,Unknown,NA,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board,,03056452,2020-04-03,NULL,0305645200,,283f88eb-a85e-4452-93c1-6677745995d9,"NE=167773432,FR=1,S=7,CP=-1,SS=3,SC=-1",,สฟฟ.ปลวกแดง 2,Ph#2,สฟฟ.อีสเทิร์นซีบอร์ด 3 (ชค),Not Match,C2
C3_SS_BEC_NE08_1,NE08E-S6,NED2EM8T 0/6,,NEDD00EM8T01,1,7,6,NED2EM8T REV C,,210305645810L6000187,Normal,,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2020-06-15,,0305645800,,47e40121-b32c-4452-b8bd-ca49847d4a49,"NE=167773075,FR=1,S=7,CP=-1,SS=6,SC=-1",,สฟฟ.เอกชัย,Ph#4,สฟฟ.บางเลน 3 (ชค),Not Match,C3
HQ_SMC_NE8KM14_2,NetEngine 8000 M14,CFCARD 15/0,,CFCARD,1,15,61,NA,NA,,Normal,NA,CFCARD 15/0,,,,NULL,,,db3c6452-a9d7-4453-9034-9400f8764de8,"NE=167773416,FR=1,S=15,CP=-1,SS=61,SC=-1",,#N/A,#N/A,PE SMC 2,#N/A,HQ
C2_SS_APA_NE8K_1,NetEngine 8000 M6,CR81E8GEA4 0/2,,ETH_8xGE,1,8,2,CR81E8GEA4 REV C,,034REM10P5100085,Normal,NA,8-Port 100/1000Base-RJ45 Physical Interface Card(PIC),,03034REM,2023-05-25,NULL,03034REM00,,c8739699-c84a-4454-9c29-0b45475b2ae1,"NE=3145928,FR=1,S=8,CP=-1,SS=2,SC=-1",,สฟฟ.อ่าวไผ่ 1,Ph#7,สฟฟ.อ่าวไผ่ 1 ,Not Match,C2
C1_SS_NSI_NE08_1,NE08E-S6,NED3ML1A 0/4,,NEDD16E17502,1,7,4,NED3ML1A REV C,,210305646110N8100010,Normal,,"NE08E-S6,NED3ML1A0,16 Channels E1 Interface Board(75ohm)",,03056461,2022-08-08,,0305646100,,bb3989a5-0e77-4459-83f1-df82698187bd,"NE=3145812,FR=1,S=7,CP=-1,SS=4,SC=-1",,#N/A,#N/A,สฟฟ.นนทรี,#N/A,C1
C2_SS_LMA_NE08_1,NE08E-S6,NED2EX1S 0/3,,NEDD000EX1S0,1,7,3,NED2EX1S REV D,,210305645210H6000389,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2017-06-20,,0305645200,,e4a1e332-e72e-445e-8e53-e07b3c33fbfe,"NE=167772976,FR=1,S=7,CP=-1,SS=3,SC=-1",,0,Ph#1,สฟฟ.หลักชัยเมืองยาง,Not Match,C2
C1_EO_PBI_NE8K_1,NetEngine 8000 M6,CR81L4XFJ0 0/5,,ETH_4x10GE,1,8,5,CR81L4XFJ0 REV D,,034PJX10P5100085,Normal,NA,4-Port 10GE(SFP+)/GE(SFP) MACsec Physical Interface Card(PIC),,03034PJX,2023-05-25,NULL,03034PJX00,,e3ea13a7-e2a9-4462-9f03-20887b82f3e5,"NE=3145810,FR=1,S=8,CP=-1,SS=5,SC=-1",,กฟจ.ปราจีนบุรี,Ph#7,กฟจ.ปราจีนบุรี,Match,C1
C3_SS_EKA_NE8K_1,NetEngine 8000 M6,CR81E8GEA1,,ETH_8xGE,1,8,1,CR81E8GEA1 REV B,,034BAT10N6100097,Normal,NA,8-Port 100/1000Base-RJ45 Physical Interface Card(PIC),,03034BAT,2022-06-19,NULL,03034BAT00,,e60a4e87-190e-4479-ad08-2604821c12d0,"NE=167772531,FR=1,S=8,CP=-1,SS=1,SC=-1",,สฟฟ.เอกชัย 1,Ph#6,สฟฟ.เอกชัย 1,Match,C3
C3_SS_EKA_NE8K_1,NetEngine 8000 M6,CR81L4XFH0,,ETH_4x10GE,1,8,5,CR81L4XFH0 REV D,,033MPJ10N6100040,Normal,NA,4-Port 10GE(SFP+)/GE(SFP) MACsec Physical Interface Card(PIC),,03033MPJ,2022-06-19,NULL,03033MPJ00,,ddc29dae-98a6-4479-8e41-dbb8cf7a7e71,"NE=167772531,FR=1,S=8,CP=-1,SS=5,SC=-1",,สฟฟ.เอกชัย 1,Ph#6,สฟฟ.เอกชัย 1,Match,C3
C2_SS_PYW_NE08_1,NE08E-S6E,NED3EX2S,,ETH_2x10GE,1,7,1,NED3EX2S REV B,,210305714110L4000071,Normal,,"Finished Board Unit,NE08E-S6E,NED3EX2S,2 Channel 10GE Optical Interface Board(SFP+)",,03057141,2020-04-23,,0305714100,,a7c30203-b99a-4488-8151-f1d5a4064e99,"NE=167773126,FR=1,S=7,CP=-1,SS=1,SC=-1",,สฟฟ.จอมเทียน,Ph#3,สฟฟ.พัทยาใต้ 3,Not Match,C2
New_C1_SS_BLS_NE08_1,NE08E-S6E,CR51DE1C0 0/2,,PDH_16xE1,1,7,2,CR51DE1C0 REV A,,033GGD10N8100034,Normal,,"16-Port E1 Physical Interface Card(PIC,75ohm/120ohm)",,03033GGD,2022-08-08,,03033GGD00,,63404ea1-e6a4-448b-a8ce-3923279c119a,"NE=167772429,FR=1,S=7,CP=-1,SS=2,SC=-1",,#N/A,#N/A,สฟฟ.บ้านลาดทราย,#N/A,C1
C2_SS_BZD_NE8K_1,NetEngine 8000 M6,CR81E8GEA4 0/1,,ETH_8xGE,1,8,1,CR81E8GEA4 REV C,,034REM10P5100077,Unknown,NA,8-Port 100/1000Base-RJ45 Physical Interface Card(PIC),,03034REM,2023-05-25,NULL,03034REM00,,f492a578-843d-448e-be56-3cbe3cdaa047,"NE=167773010,FR=1,S=8,CP=-1,SS=1,SC=-1",,สฟฟ.บางสมัคร 4,Ph#7,สฟฟ.บางสมัคร 4,Match,C2
